SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_5.rt,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3675,,,,,,,,,,,j,1,1.5154,,0,7,7,119,1,A motorcycle is a person,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3994,,,,,,,,,,,f,0,1.0842,,0,8,8,122,1,The Earth is a star,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.5117,,,,,,,,,,,f,1,1.5466,,0,9,9,29,1,Space can go on forever,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4941,,,,,,,,,,,j,1,2.4437,,0,10,10,11,1,An inch is endless,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4459,,,,,,,,,,,f,1,1.6323,,0,11,11,33,1,Numbers are infinite,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.6718,,,,,,,,,,,f,1,3.6414,,0,12,12,39,1,Numbers can always be further divided,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.7209,,,,,,,,,,,f,0,6.1304,,0,13,13,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3667,,,,,,,,,,,f,0,3.055,,0,14,14,118,1,A horse is used to tell time,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3628,,,,,,,,,,,f,1,2.2326,,0,15,15,90,1,A triangle is not an animal,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4191,,,,,,,,,,,f,1,1.8275,,0,16,16,74,1,Foam is composed of matter,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.7353,,,,,,,,,,,j,1,1.8499,,0,17,17,126,1,Humans can breathe water,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4516,,,,,,,,,,,j,1,1.6483,,0,18,18,13,1,An inch can go on forever,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4199,,,,,,,,,,,f,1,1.9341,,0,19,19,8,1,An inch is finite,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4032,,,,,,,,,,,j,1,2.4606,,0,20,20,60,1,Robots need nutrients,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4001,,,,,,,,,,,f,0,2.7015,,0,21,21,65,1,Shadows are composed of matter,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.367,,,,,,,,,,,f,1,1.2832,,0,22,22,89,1,A square is a shape,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.441,,,,,,,,,,,f,1,2.5713,,0,23,23,4,1,A minute cannot go on forever,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3517,,,,,,,,,,,f,1,1.2358,,0,24,24,69,1,Bacteria are alive,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4013,,,,,,,,,,,f,0,3.0509,,0,25,25,16,1,Time is finite,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3001,,,,,,,,,,,j,1,1.7135,,0,26,26,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3854,,,,,,,,,,,f,1,2.2648,,0,27,27,44,1,The number five cannot go on forever,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3374,,,,,,,,,,,f,0,3.5794,,0,28,28,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.2901,,,,,,,,,,,f,1,1.6171,,0,29,29,88,1,This sentence is written in English,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.2851,,,,,,,,,,,f,0,3.8867,,0,30,30,66,1,Music has a molecular structure,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3731,,,,,,,,,,,f,1,1.5756,,0,31,31,96,1,Fish can swim in the ocean,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3717,,,,,,,,,,,f,1,1.4527,,0,32,32,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3188,,,,,,,,,,,j,1,1.5004,,0,33,33,43,1,The number five is endless,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3651,,,,,,,,,,,f,1,1.3142,,0,34,34,92,1,Dinosaurs are extinct,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4226,,,,,,,,,,,j,1,1.5794,,0,35,35,79,1,Forks are alive,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3881,,,,,,,,,,,j,1,1.0699,,0,36,36,78,1,Hammers are alive,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.287,,,,,,,,,,,f,1,2.9116,,0,37,37,23,1,Time can always be further divided,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3339,,,,,,,,,,,j,1,1.4396,,0,38,38,109,1,A square is a color,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3218,,,,,,,,,,,j,1,1.805,,0,39,39,85,1,Thoughts are composed of matter,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,1.254,,,,,,,,,,,f,0,3.308,space,0,40,40,6,1,A minute cannot always be further divided,j,0.671,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3856,,,,,,,,,,,f,1,1.6986,,0,41,41,53,1,Bricks can be put in a container,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3024,,,,,,,,,,,f,1,1.3669,,0,42,42,42,1,The number five has an end,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.2758,,,,,,,,,,,j,1,1.4505,,0,43,43,26,1,Space has an end,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3201,,,,,,,,,,,j,1,1.176,,0,44,44,110,1,A triangle is an animal,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3797,,,,,,,,,,,j,1,1.0792,,0,45,45,111,1,A circle is a flavor,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3612,,,,,,,,,,,f,1,1.6874,,0,46,46,71,1,Oaks reproduce,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3129,,,,,,,,,,,j,1,2.7927,,0,47,47,1,1,A minute is infinite,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.385,,,,,,,,,,,j,1,2.3828,,0,48,48,127,1,A zebra is used to write,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3527,,,,,,,,,,,j,1,1.651,,0,49,49,87,1,Dreams have a molecular structure,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.457,,,,,,,,,,,f,1,1.2348,,0,50,50,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3851,,,,,,,,,,,f,1,1.0317,,0,51,51,51,1,Tigers reproduce,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4247,,,,,,,,,,,j,1,2.7875,,0,52,52,84,1,Silence is composed of matter,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3171,,,,,,,,,,,j,1,2.6347,,0,53,53,113,1,Magenta is a shape,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3462,,,,,,,,,,,f,1,1.0532,,0,54,54,103,1,The United States is a country,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3653,,,,,,,,,,,j,1,1.0321,,0,55,55,58,1,Clocks are alive,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3545,,,,,,,,,,,j,1,1.6018,,0,56,56,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3546,,,,,,,,,,,f,1,1.039,,0,57,57,98,1,A clock is used to tell time,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3719,,,,,,,,,,,f,1,1.1498,,0,58,58,77,1,Saliva has a molecular structure,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3694,,,,,,,,,,,f,1,1.09,,0,59,59,49,1,Pelicans are alive,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4018,,,,,,,,,,,f,0,3.3091,,0,60,60,30,1,Space cannot always be further divided,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.2852,,,,,,,,,,,j,1,1.5824,,0,61,61,24,1,Space is finite,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.355,,,,,,,,,,,f,1,1.3581,,0,62,62,50,1,Turtles need nutrients,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3063,,,,,,,,,,,f,1,1.994,,0,63,63,106,1,Humans cannot breathe water,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4017,,,,,,,,,,,f,1,1.5517,,0,64,64,37,1,Numbers can go on forever,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3172,,,,,,,,,,,f,1,1.4632,,0,65,65,25,1,Space is infinite,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3225,,,,,,,,,,,f,1,0.9251,,0,66,66,91,1,A circle is a shape,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.381,,,,,,,,,,,j,1,1.1659,,0,67,67,80,1,Mittens need nutrients,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.4015,,,,,,,,,,,f,1,1.3201,,0,68,68,104,1,The United States has a president,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3722,,,,,,,,,,,f,1,3.6232,,0,69,69,21,1,Time can go on forever,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.322,,,,,,,,,,,j,1,1.2351,,0,70,70,20,1,Time cannot go on forever,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.338,,,,,,,,,,,f,1,1.1572,,0,71,71,102,1,The Earth is a planet,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.5201,,,,,,,,,,,f,1,2.0936,,0,72,72,40,1,The number five is finite,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.5168,,,,,,,,,,,j,1,2.348,,0,73,73,67,1,Gravity has a molecular structure,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3167,,,,,,,,,,,j,1,1.3852,,0,74,74,5,1,A minute can go on forever,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3344,,,,,,,,,,,j,1,1.5512,,0,75,75,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.6048,,,,,,,,,,,f,1,1.843,,0,76,76,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3417,,,,,,,,,,,f,1,1.3506,,0,77,77,75,1,Frost is composed of matter,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.301,,,,,,,,,,,f,1,1.1912,,0,78,78,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3417,,,,,,,,,,,f,1,1.0746,,0,79,79,94,1,Orange is a color,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,space,0.3357,,,,,,,,,,,f,1,1.8085,,0,80,80,52,1,Frogs reproduce,f,,,
,,,,,,,,7253,2022-04-06_18h00.40.355,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.63178318,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.4046
