SlowInstrKey.keys,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,SlowInstrKey.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,1.723,,,,,,,,,,j,1,1.1854,space,0,40,40,122,1,The Earth is a star,j,0.6153,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.868,,,,,,,,,,j,1,1.7967,,0,41,41,110,1,A triangle is an animal,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6725,,,,,,,,,,f,1,1.8348,,0,42,42,88,1,This sentence is written in English,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6653,,,,,,,,,,j,1,1.0541,,0,43,43,123,1,Mississippi is a country,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6626,,,,,,,,,,f,0,1.3941,,0,44,44,16,1,Time is finite,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6327,,,,,,,,,,j,0,1.9348,,0,45,45,35,1,Numbers are endless,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.4561,,,,,,,,,,j,1,2.1819,,0,46,46,78,1,Hammers are alive,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6662,,,,,,,,,,j,1,2.1734,,0,47,47,80,1,Mittens need nutrients,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6356,,,,,,,,,,f,0,2.4322,,0,48,48,84,1,Silence is composed of matter,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5351,,,,,,,,,,j,0,2.0176,,0,49,49,0,1,A minute is finite,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6348,,,,,,,,,,f,1,1.8661,,0,50,50,7,1,A minute can always be further divided,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5523,,,,,,,,,,j,1,1.5675,,0,51,51,125,1,There are ninty states in the United States,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.7005,,,,,,,,,,f,1,1.2906,,0,52,52,98,1,A clock is used to tell time,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.7008,,,,,,,,,,j,0,2.1026,,0,53,53,12,1,An inch cannot go on forever,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5846,,,,,,,,,,j,1,1.9014,,0,54,54,118,1,A horse is used to tell time,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.4752,,,,,,,,,,f,0,2.8669,,0,55,55,85,1,Thoughts are composed of matter,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.555,,,,,,,,,,j,1,1.5836,,0,56,56,121,1,Jupiter is the planet we live on,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5552,,,,,,,,,,j,1,2.1064,,0,57,57,65,1,Shadows are composed of matter,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5708,,,,,,,,,,j,1,1.7841,,0,58,58,112,1,Dinosaurs are not extinct,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6356,,,,,,,,,,f,0,1.6161,,0,59,59,34,1,Numbers have an end,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6068,,,,,,,,,,f,1,1.8011,,0,60,60,2,1,A minute has an end,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5727,,,,,,,,,,f,1,1.6033,,0,61,61,50,1,Turtles need nutrients,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6521,,,,,,,,,,f,1,1.3683,,0,62,62,97,1,Dolphins can swim in the ocean,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5677,,,,,,,,,,j,1,2.7067,,0,63,63,6,1,A minute cannot always be further divided,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5524,,,,,,,,,,j,0,3.2853,,0,64,64,27,1,Space is endless,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5847,,,,,,,,,,f,1,1.4372,,0,65,65,49,1,Pelicans are alive,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6678,,,,,,,,,,f,1,1.5841,,0,66,66,57,1,Rocks have a molecular structure,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6469,,,,,,,,,,f,0,1.7504,,0,67,67,18,1,Time has an end,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5841,,,,,,,,,,j,1,2.0496,,0,68,68,66,1,Music has a molecular structure,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5188,,,,,,,,,,j,1,1.6168,,0,69,69,13,1,An inch can go on forever,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.7181,,,,,,,,,,j,0,1.6008,,0,70,70,21,1,Time can go on forever,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.6209,,,,,,,,,,j,1,2.4813,,0,71,71,30,1,Space cannot always be further divided,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5416,,,,,,,,,,f,1,2.1844,,0,72,72,74,1,Foam is composed of matter,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5221,,,,,,,,,,f,1,2.3004,,0,73,73,47,1,The number five can always be further divided,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5858,,,,,,,,,,j,1,1.0984,,0,74,74,120,1,A truck is an animal,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5394,,,,,,,,,,j,1,1.2009,,0,75,75,81,1,Tables reproduce,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5252,,,,,,,,,,j,1,1.9031,,0,76,76,127,1,A zebra is used to write,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.502,,,,,,,,,,f,1,2.2645,,0,77,77,73,1,Bubbles can be put in a container,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5114,,,,,,,,,,f,1,1.2612,,0,78,78,94,1,Orange is a color,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.615,,,,,,,,,,j,1,1.3501,,0,79,79,61,1,Sailboats reproduce,j,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,space,0.5516,,,,,,,,,,f,1,1.7278,,0,80,80,101,1,Jupiter is in our solar system,f,,
,,,,,,,9306,2022-04-06_16h27.59.051,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.97361161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
