SlowInstrKey.keys,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,SlowInstrKey.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,f,1,1.3339,space,0.4843,0,6,6,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,f,1,0.9609,space,0.5889,0,7,7,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,j,1,0.9841,space,0.4339,0,8,8,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,j,1,1.3411,space,0.5279,0,9,9,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4991,,,,,,,,space,4.2014,j,1,1.1276,,0,0,0,62,1,Helicopters reproduce,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5034,,,,,,,,,,f,0,1.6311,,0,1,1,32,1,Numbers are finite,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5483,,,,,,,,,,f,1,1.2244,,0,2,2,51,1,Tigers reproduce,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4811,,,,,,,,,,f,0,1.6326,,0,3,3,67,1,Gravity has a molecular structure,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.6729,,,,,,,,,,j,1,1.2153,,0,4,4,125,1,There are ninty states in the United States,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4695,,,,,,,,,,f,1,0.965,,0,5,5,48,1,Crocodiles are alive,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.368,,,,,,,,,,f,1,1.088,,0,6,6,101,1,Jupiter is in our solar system,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3995,,,,,,,,,,f,0,0.8178,,0,7,7,82,1,Stones reproduce,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4312,,,,,,,,,,f,0,1.1696,,0,8,8,3,1,A minute is endless,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.323,,,,,,,,,,f,1,0.9126,,0,9,9,49,1,Pelicans are alive,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.305,,,,,,,,,,f,1,1.0144,,0,10,10,68,1,Algae is alive,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3808,,,,,,,,,,j,1,1.1794,,0,11,11,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4728,,,,,,,,,,j,1,1.713,,0,12,12,46,1,The number five cannot always be further divided,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3081,,,,,,,,,,j,1,1.18,,0,13,13,58,1,Clocks are alive,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3178,,,,,,,,,,j,1,0.979,,0,14,14,41,1,The number five is infinite,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3803,,,,,,,,,,j,1,1.9836,,0,15,15,22,1,Time cannot always be further divided,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.6647,,,,,,,,,,j,0,1.4655,,0,16,16,0,1,A minute is finite,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.651,,,,,,,,,,j,1,1.6887,,0,17,17,28,1,Space cannot go on forever,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,1.0141,,,,,,,,,,j,0,1.4147,,0,18,18,90,1,A triangle is not an animal,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5975,,,,,,,,,,f,1,1.8305,,0,19,19,39,1,Numbers can always be further divided,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.6143,,,,,,,,,,j,1,1.1314,,0,20,20,86,1,Words have a molecular structure,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4178,,,,,,,,,,f,1,1.1367,,0,21,21,98,1,A clock is used to tell time,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4337,,,,,,,,,,j,1,1.5006,,0,22,22,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3838,,,,,,,,,,f,1,0.9754,,0,23,23,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.427,,,,,,,,,,j,1,1.4192,,0,24,24,122,1,The Earth is a star,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4311,,,,,,,,,,j,1,1.6355,,0,25,25,34,1,Numbers have an end,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3778,,,,,,,,,,f,1,1.1017,,0,26,26,21,1,Time can go on forever,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4021,,,,,,,,,,j,0,2.6218,,0,27,27,15,1,An inch can be always further divided,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3809,,,,,,,,,,j,0,2.1408,,0,28,28,50,1,Turtles need nutrients,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.8174,,,,,,,,,,j,0,1.3663,,0,29,29,23,1,Time can always be further divided,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5046,,,,,,,,,,j,0,2.2708,,0,30,30,19,1,Time is endless,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5745,,,,,,,,,,f,1,1.1793,,0,31,31,96,1,Fish can swim in the ocean,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2674,,,,,,,,,,f,1,0.9912,,0,32,32,93,1,Magenta is a color,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4779,,,,,,,,,,j,1,1.4051,,0,33,33,66,1,Music has a molecular structure,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5516,,,,,,,,,,j,1,1.2543,,0,34,34,127,1,A zebra is used to write,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5265,,,,,,,,,,j,1,1.836,,0,35,35,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4025,,,,,,,,,,f,1,2.2718,,0,36,36,47,1,The number five can always be further divided,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.567,,,,,,,,,,j,0,1.4661,,0,37,37,73,1,Bubbles can be put in a container,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2918,,,,,,,,,,f,1,0.8334,,0,38,38,94,1,Orange is a color,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.5407,,,,,,,,,,j,0,1.2548,,0,39,39,53,1,Bricks can be put in a container,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,1.6863,,,,,,,,,,j,1,1.6368,space,0,40,40,30,1,Space cannot always be further divided,j,1.623,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.8072,,,,,,,,,,j,1,1.389,,0,41,41,108,1,This sentence is written in Spanish,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3591,,,,,,,,,,j,0,1.0338,,0,42,42,10,1,An inch has an end,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3231,,,,,,,,,,j,1,1.4827,,0,43,43,14,1,An inch cannot always be further divided,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3502,,,,,,,,,,f,1,1.1795,,0,44,44,104,1,The United States has a president,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3245,,,,,,,,,,j,1,0.9862,,0,45,45,80,1,Mittens need nutrients,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2769,,,,,,,,,,f,1,0.8487,,0,46,46,52,1,Frogs reproduce,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3146,,,,,,,,,,j,1,0.8632,,0,47,47,119,1,A motorcycle is a person,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4667,,,,,,,,,,j,1,0.9794,,0,48,48,60,1,Robots need nutrients,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3209,,,,,,,,,,f,1,0.9103,,0,49,49,72,1,Mushrooms reproduce,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.418,,,,,,,,,,f,0,1.6635,,0,50,50,1,1,A minute is infinite,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2736,,,,,,,,,,j,1,1.2299,,0,51,51,5,1,A minute can go on forever,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3094,,,,,,,,,,f,1,1.1374,,0,52,52,89,1,A square is a shape,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.271,,,,,,,,,,j,1,0.874,,0,53,53,87,1,Dreams have a molecular structure,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3034,,,,,,,,,,j,0,1.2968,,0,54,54,74,1,Foam is composed of matter,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.8809,,,,,,,,,,j,0,1.5997,,0,55,55,70,1,Grass needs nutrients,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3915,,,,,,,,,,j,1,1.138,,0,56,56,6,1,A minute cannot always be further divided,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3418,,,,,,,,,,j,1,1.6334,,0,57,57,65,1,Shadows are composed of matter,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.4061,,,,,,,,,,f,1,1.0228,,0,58,58,103,1,The United States is a country,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3979,,,,,,,,,,j,0,1.3176,,0,59,59,7,1,A minute can always be further divided,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3188,,,,,,,,,,f,1,1.2128,,0,60,60,88,1,This sentence is written in English,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3664,,,,,,,,,,j,1,1.3964,,0,61,61,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3874,,,,,,,,,,f,1,1.1459,,0,62,62,35,1,Numbers are endless,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2874,,,,,,,,,,f,1,0.9467,,0,63,63,91,1,A circle is a shape,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3337,,,,,,,,,,f,1,1.4085,,0,64,64,75,1,Frost is composed of matter,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.323,,,,,,,,,,f,1,0.8634,,0,65,65,76,1,Pollen has a molecular structure,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3564,,,,,,,,,,j,1,0.9364,,0,66,66,120,1,A truck is an animal,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.271,,,,,,,,,,f,1,1.1033,,0,67,67,100,1,A truck is a vehicle,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.315,,,,,,,,,,f,1,1.2711,,0,68,68,71,1,Oaks reproduce,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.281,,,,,,,,,,f,1,0.8862,,0,69,69,69,1,Bacteria are alive,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2519,,,,,,,,,,f,1,0.907,,0,70,70,27,1,Space is endless,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3148,,,,,,,,,,j,1,0.9465,,0,71,71,111,1,A circle is a flavor,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2891,,,,,,,,,,f,0,1.0906,,0,72,72,24,1,Space is finite,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2515,,,,,,,,,,f,1,1.0419,,0,73,73,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2607,,,,,,,,,,f,1,0.8059,,0,74,74,17,1,Time is infinite,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3057,,,,,,,,,,j,0,0.9761,,0,75,75,4,1,A minute cannot go on forever,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2756,,,,,,,,,,j,1,1.5395,,0,76,76,63,1,Color can be put in a container,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2948,,,,,,,,,,j,1,1.263,,0,77,77,81,1,Tables reproduce,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.2703,,,,,,,,,,j,0,1.1405,,0,78,78,57,1,Rocks have a molecular structure,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3844,,,,,,,,,,j,0,0.9003,,0,79,79,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,space,0.3238,,,,,,,,,,j,1,1.5799,,0,80,80,126,1,Humans can breathe water,j,,,
,,,,,,,9930,2022-04-06_18h59.20.748,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.9880024,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.0088
