SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,1.3052,,,,,,,,space,0.971,j,0,1.97,,0,0,0,52,1,Frogs reproduce,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.715,,,,,,,,,,f,0,1.018,,0,1,1,122,1,The Earth is a star,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.7922,,,,,,,,,,j,1,1.314,,0,2,2,81,1,Tables reproduce,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4997,,,,,,,,,,f,1,1.3865,,0,3,3,90,1,A triangle is not an animal,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3592,,,,,,,,,,f,1,1.2355,,0,4,4,97,1,Dolphins can swim in the ocean,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3677,,,,,,,,,,f,1,1.1206,,0,5,5,107,1,A pencil is used to write,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4413,,,,,,,,,,j,1,1.7526,,0,6,6,84,1,Silence is composed of matter,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.6818,,,,,,,,,,j,1,1.0897,,0,7,7,113,1,Magenta is a shape,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.6389,,,,,,,,,,j,1,2.0984,,0,8,8,36,1,Numbers cannot go on forever,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.6527,,,,,,,,,,f,0,1.4901,,0,9,9,16,1,Time is finite,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4161,,,,,,,,,,f,1,1.5755,,0,10,10,23,1,Time can always be further divided,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.461,,,,,,,,,,f,1,1.8163,,0,11,11,7,1,A minute can always be further divided,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,1.5323,,,,,,,,,,j,1,2.7815,,0,12,12,45,1,The number five can go on forever,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5934,,,,,,,,,,j,1,2.5959,,0,13,13,3,1,A minute is endless,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.7448,,,,,,,,,,f,1,1.0479,,0,14,14,92,1,Dinosaurs are extinct,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,1.0279,,,,,,,,,,j,1,2.0154,,0,15,15,13,1,An inch can go on forever,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.9064,,,,,,,,,,j,1,2.5559,,0,16,16,41,1,The number five is infinite,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3163,,,,,,,,,,f,1,1.3149,,0,17,17,104,1,The United States has a president,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2693,,,,,,,,,,f,1,1.7315,,0,18,18,33,1,Numbers are infinite,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3494,,,,,,,,,,f,1,1.0575,,0,19,19,25,1,Space is infinite,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2928,,,,,,,,,,f,1,0.92,,0,20,20,100,1,A truck is a vehicle,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2765,,,,,,,,,,f,1,1.8697,,0,21,21,2,1,A minute has an end,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2761,,,,,,,,,,f,1,0.7674,,0,22,22,94,1,Orange is a color,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2888,,,,,,,,,,f,1,0.9896,,0,23,23,71,1,Oaks reproduce,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3009,,,,,,,,,,f,1,0.8508,,0,24,24,35,1,Numbers are endless,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3727,,,,,,,,,,f,0,1.1407,,0,25,25,65,1,Shadows are composed of matter,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5038,,,,,,,,,,j,1,1.1174,,0,26,26,126,1,Humans can breathe water,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3598,,,,,,,,,,f,1,0.9676,,0,27,27,96,1,Fish can swim in the ocean,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5893,,,,,,,,,,j,1,1.2379,,0,28,28,114,1,Lightbulbs are made of clay,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.584,,,,,,,,,,j,1,1.1036,,0,29,29,115,1,Yellow is an animal,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3495,,,,,,,,,,f,1,1.4342,,0,30,30,57,1,Rocks have a molecular structure,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4243,,,,,,,,,,j,1,1.5378,,0,31,31,86,1,Words have a molecular structure,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5491,,,,,,,,,,j,1,2.2129,,0,32,32,6,1,A minute cannot always be further divided,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.433,,,,,,,,,,j,1,1.3642,,0,33,33,26,1,Space has an end,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3254,,,,,,,,,,f,0,1.6067,,0,34,34,66,1,Music has a molecular structure,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2936,,,,,,,,,,j,1,1.4152,,0,35,35,30,1,Space cannot always be further divided,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2454,,,,,,,,,,f,1,1.1228,,0,36,36,37,1,Numbers can go on forever,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2264,,,,,,,,,,j,1,1.0042,,0,37,37,116,1,Fish cannot swim in the ocean,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2449,,,,,,,,,,j,1,0.8531,,0,38,38,58,1,Clocks are alive,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4403,,,,,,,,,,j,1,1.1682,,0,39,39,118,1,A horse is used to tell time,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,1.9862,,,,,,,,,,j,1,1.4839,space,0,40,40,38,1,Numbers cannot always be further divided,j,2.1362
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.6923,,,,,,,,,,f,1,0.8042,,0,41,41,68,1,Algae is alive,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5626,,,,,,,,,,j,1,0.853,,0,42,42,111,1,A circle is a flavor,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.419,,,,,,,,,,f,1,0.7169,,0,43,43,69,1,Bacteria are alive,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2769,,,,,,,,,,f,1,1.0313,,0,44,44,93,1,Magenta is a color,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,1.5476,,,,,,,,,,j,1,1.0639,,0,45,45,62,1,Helicopters reproduce,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3835,,,,,,,,,,j,1,1.0676,,0,46,46,109,1,A square is a color,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4654,,,,,,,,,,f,1,1.1054,,0,47,47,98,1,A clock is used to tell time,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4318,,,,,,,,,,f,1,1.35,,0,48,48,75,1,Frost is composed of matter,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.6689,,,,,,,,,,j,1,1.1767,,0,49,49,79,1,Forks are alive,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5181,,,,,,,,,,j,1,3.1841,,0,50,50,121,1,Jupiter is the planet we live on,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4685,,,,,,,,,,j,1,1.3265,,0,51,51,43,1,The number five is endless,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.644,,,,,,,,,,j,1,1.2441,,0,52,52,61,1,Sailboats reproduce,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.408,,,,,,,,,,f,1,1.9701,,0,53,53,70,1,Grass needs nutrients,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3466,,,,,,,,,,f,1,2.1576,,0,54,54,105,1,There are fifty states in the United States,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5385,,,,,,,,,,f,1,3.0097,,0,55,55,102,1,The Earth is a planet,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5442,,,,,,,,,,f,1,3.5016,,0,56,56,12,1,An inch cannot go on forever,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4114,,,,,,,,,,f,1,1.7957,,0,57,57,56,1,Diamonds have a molecular structure,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.333,,,,,,,,,,f,0,1.9423,,0,58,58,14,1,An inch cannot always be further divided,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.36,,,,,,,,,,j,1,1.4197,,0,59,59,59,1,Comets are alive,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.46,,,,,,,,,,j,1,2.7645,,0,60,60,5,1,A minute can go on forever,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4774,,,,,,,,,,f,0,1.1333,,0,61,61,67,1,Gravity has a molecular structure,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.2951,,,,,,,,,,f,1,0.6991,,0,62,62,95,1,Yellow is a color,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3337,,,,,,,,,,j,0,0.8419,,0,63,63,15,1,An inch can be always further divided,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3872,,,,,,,,,,j,1,0.8605,,0,64,64,120,1,A truck is an animal,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3384,,,,,,,,,,j,1,0.9412,,0,65,65,78,1,Hammers are alive,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5655,,,,,,,,,,j,1,1.8069,,0,66,66,1,1,A minute is infinite,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4094,,,,,,,,,,j,1,0.8884,,0,67,67,110,1,A triangle is an animal,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3522,,,,,,,,,,j,1,1.25,,0,68,68,9,1,An inch is infinite,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4293,,,,,,,,,,j,1,0.918,,0,69,69,82,1,Stones reproduce,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.5387,,,,,,,,,,j,1,2.3894,,0,70,70,34,1,Numbers have an end,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4099,,,,,,,,,,j,1,0.8566,,0,71,71,11,1,An inch is endless,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3539,,,,,,,,,,j,1,1.0748,,0,72,72,87,1,Dreams have a molecular structure,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3275,,,,,,,,,,f,1,1.2648,,0,73,73,39,1,Numbers can always be further divided,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4056,,,,,,,,,,j,1,0.902,,0,74,74,119,1,A motorcycle is a person,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.3282,,,,,,,,,,f,1,1.0183,,0,75,75,74,1,Foam is composed of matter,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.7675,,,,,,,,,,j,1,1.7955,,0,76,76,64,1,Echoes are composed of matter,j,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,1.7573,,,,,,,,,,j,0,5.311,,0,77,77,31,1,Space can always be further divided,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.6026,,,,,,,,,,f,1,4.0194,,0,78,78,77,1,Saliva has a molecular structure,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4832,,,,,,,,,,f,1,2.5784,,0,79,79,49,1,Pelicans are alive,f,
,,,,,,,,9163,2022-04-06_18h11.12.014,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.99880002,,,,space,0.4831,,,,,,,,,,f,1,2.6195,,0,80,80,17,1,Time is infinite,f,
