SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_5.rt,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.4094,,,,,,,,,,,j,1,2.0153,,0,28,28,86,1,Words have a molecular structure,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,3.4496,,,,,,,,,,,f,1,1.8474,,0,29,29,48,1,Crocodiles are alive,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.429,,,,,,,,,,,j,1,1.8883,,0,30,30,123,1,Mississippi is a country,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3849,,,,,,,,,,,f,1,1.9139,,0,31,31,88,1,This sentence is written in English,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.859,,,,,,,,,,,j,1,6.4532,,0,32,32,79,1,Forks are alive,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.6311,,,,,,,,,,,f,1,1.7376,,0,33,33,89,1,A square is a shape,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.4121,,,,,,,,,,,f,1,1.5541,,0,34,34,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.5617,,,,,,,,,,,f,1,0.9912,,0,35,35,21,1,Time can go on forever,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.348,,,,,,,,,,,f,1,1.2712,,0,36,36,77,1,Saliva has a molecular structure,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.324,,,,,,,,,,,f,0,1.7341,,0,37,37,65,1,Shadows are composed of matter,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.4173,,,,,,,,,,,j,0,1.469,,0,38,38,27,1,Space is endless,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3592,,,,,,,,,,,f,0,1.1332,,0,39,39,5,1,A minute can go on forever,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.6104,,,,,,,,,,,f,1,2.6803,space,0,40,40,100,1,A truck is a vehicle,f,3.5193,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,2.3393,,,,,,,,,,,j,1,3.2289,,0,41,41,22,1,Time cannot always be further divided,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3835,,,,,,,,,,,f,1,2.1859,,0,42,42,44,1,The number five cannot go on forever,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3325,,,,,,,,,,,f,1,3.4418,,0,43,43,17,1,Time is infinite,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2741,,,,,,,,,,,f,1,1.1336,,0,44,44,102,1,The Earth is a planet,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2396,,,,,,,,,,,f,1,1.3873,,0,45,45,74,1,Foam is composed of matter,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.417,,,,,,,,,,,j,1,3.6583,,0,46,46,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2551,,,,,,,,,,,f,1,2.3719,,0,47,47,19,1,Time is endless,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.1838,,,,,,,,,,,f,1,1.4951,,0,48,48,39,1,Numbers can always be further divided,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3264,,,,,,,,,,,f,1,2.7011,,0,49,49,37,1,Numbers can go on forever,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.619,,,,,,,,,,,j,1,3.619,,0,50,50,24,1,Space is finite,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.6257,,,,,,,,,,,f,1,1.45,,0,51,51,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2532,,,,,,,,,,,f,0,4.4978,,0,52,52,64,1,Echoes are composed of matter,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.6172,,,,,,,,,,,f,1,3.3167,,0,53,53,96,1,Fish can swim in the ocean,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.5713,,,,,,,,,,,f,1,1.481,,0,54,54,103,1,The United States is a country,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.4968,,,,,,,,,,,j,1,3.0838,,0,55,55,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.29,,,,,,,,,,,f,1,1.3544,,0,56,56,52,1,Frogs reproduce,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2895,,,,,,,,,,,f,1,2.787,,0,57,57,33,1,Numbers are infinite,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.1988,,,,,,,,,,,f,0,1.4857,,0,58,58,67,1,Gravity has a molecular structure,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2296,,,,,,,,,,,f,1,4.7049,,0,59,59,93,1,Magenta is a color,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.4339,,,,,,,,,,,j,1,2.9453,,0,60,60,83,1,Songs can be put in a container,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.1583,,,,,,,,,,,j,0,1.2642,,0,61,61,4,1,A minute cannot go on forever,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.1935,,,,,,,,,,,j,1,1.5683,,0,62,62,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2125,,,,,,,,,,,f,1,1.4183,,0,63,63,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2384,,,,,,,,,,,f,1,1.5442,,0,64,64,69,1,Bacteria are alive,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2918,,,,,,,,,,,f,1,3.8549,,0,65,65,31,1,Space can always be further divided,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3066,,,,,,,,,,,f,1,1.6681,,0,66,66,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.592,,,,,,,,,,,j,1,6.3554,,0,67,67,14,1,An inch cannot always be further divided,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.1912,,,,,,,,,,,f,0,1.4387,,0,68,68,82,1,Stones reproduce,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2112,,,,,,,,,,,f,1,4.089,,0,69,69,42,1,The number five has an end,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3126,,,,,,,,,,,j,1,5.0231,,0,70,70,41,1,The number five is infinite,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.1604,,,,,,,,,,,f,1,2.2313,,0,71,71,70,1,Grass needs nutrients,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3088,,,,,,,,,,,j,1,1.5101,,0,72,72,110,1,A triangle is an animal,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3508,,,,,,,,,,,j,1,2.0862,,0,73,73,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,2.8082,,,,,,,,,,,f,1,3.0792,,0,74,74,7,1,A minute can always be further divided,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.2759,,,,,,,,,,,f,1,1.7015,,0,75,75,2,1,A minute has an end,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,2.9335,,,,,,,,,,,j,1,2.7891,,0,76,76,9,1,An inch is infinite,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,2.7339,,,,,,,,,,,j,1,2.3142,,0,77,77,34,1,Numbers have an end,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.3782,,,,,,,,,,,j,1,1.4676,,0,78,78,60,1,Robots need nutrients,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.8385,,,,,,,,,,,j,1,4.551,,0,79,79,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,space,0.4568,,,,,,,,,,,j,0,2.197,,0,80,80,71,1,Oaks reproduce,f,,,
,,,,,,,,6238,2022-04-06_18h02.26.725,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.59475566,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.682
