SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_4.keys,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_5.rt,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.4237,,,f,1,0.6823,,0,10,10,70,1,Grass needs nutrients,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.0162,,,j,0,0.672,,0,11,11,12,1,An inch cannot go on forever,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.3152,,,j,1,0.5954,,0,12,12,111,1,A circle is a flavor,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9354,,,f,1,0.599,,0,13,13,23,1,Time can always be further divided,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9644,,,f,1,0.6492,,0,14,14,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9565,,,j,1,0.6426,,0,15,15,30,1,Space cannot always be further divided,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9442,,,j,0,0.6434,,0,16,16,42,1,The number five has an end,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.1297,,,f,0,0.01,,0,17,17,41,1,The number five is infinite,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,2.9136,,,f,1,2.6123,,0,18,18,94,1,Orange is a color,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.1243,,,j,0,0.923,,0,19,19,68,1,Algae is alive,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.2163,,,j,1,1.5552,,0,20,20,115,1,Yellow is an animal,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.2391,,,f,0,1.6929,,0,21,21,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9498,,,f,0,2.2734,,0,22,22,28,1,Space cannot go on forever,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.7776,,,j,1,1.26,,0,23,23,59,1,Comets are alive,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9192,,,f,1,1.9462,,0,24,24,27,1,Space is endless,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.4438,,,j,1,2.3114,,0,25,25,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9252,,,j,1,1.1456,,0,26,26,123,1,Mississippi is a country,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.7235,,,f,1,1.2615,,0,27,27,55,1,Concrete is composed of matter,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.7149,,,j,0,0.8841,,0,28,28,100,1,A truck is a vehicle,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.243,,,j,0,1.4811,,0,29,29,90,1,A triangle is not an animal,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,2.9079,,,f,0,0.0997,,0,30,30,79,1,Forks are alive,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,2.315,,,j,0,1.952,,0,31,31,106,1,Humans cannot breathe water,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.2135,,,f,1,1.3972,,0,32,32,103,1,The United States is a country,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.848,,,j,1,2.255,,0,33,33,34,1,Numbers have an end,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,4.2035,,,,0,,,0,34,34,122,1,The Earth is a star,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.8601,,,f,1,2.3738,,0,35,35,107,1,A pencil is used to write,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.7914,,,f,1,1.4057,,0,36,36,88,1,This sentence is written in English,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.6634,,,j,1,1.4505,,0,37,37,78,1,Hammers are alive,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.7645,,,j,1,1.9312,,0,38,38,109,1,A square is a color,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2987,,,j,1,1.7148,,0,39,39,110,1,A triangle is an animal,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9244,,,f,1,2.0689,space,0,40,40,77,1,Saliva has a molecular structure,f,1.9363,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.8036,,,f,1,2.1572,,0,41,41,39,1,Numbers can always be further divided,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.1879,,,j,1,2.0632,,0,42,42,43,1,The number five is endless,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.3023,,,j,0,2.8378,,0,43,43,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.567,,,j,0,3.0725,,0,44,44,40,1,The number five is finite,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2612,,,f,0,1.2535,,0,45,45,65,1,Shadows are composed of matter,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2709,,,j,0,0.7749,,0,46,46,50,1,Turtles need nutrients,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.5717,,,f,1,1.3807,,0,47,47,102,1,The Earth is a planet,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.5426,,,f,0,1.6511,,0,48,48,60,1,Robots need nutrients,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1031,,,f,1,1.5409,,0,49,49,53,1,Bricks can be put in a container,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,2.3545,,,f,1,2.4008,,0,50,50,47,1,The number five can always be further divided,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2257,,,j,1,2.035,,0,51,51,118,1,A horse is used to tell time,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2299,,,f,1,1.6123,,0,52,52,33,1,Numbers are infinite,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2272,,,j,1,1.9784,,0,53,53,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2845,,,f,1,1.4838,,0,54,54,91,1,A circle is a shape,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.3161,,,j,1,1.6066,,0,55,55,64,1,Echoes are composed of matter,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.281,,,f,1,3.659,,0,56,56,48,1,Crocodiles are alive,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2825,,,j,1,2.4845,,0,57,57,87,1,Dreams have a molecular structure,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.0164,,,f,0,1.5768,,0,58,58,66,1,Music has a molecular structure,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2497,,,f,1,1.4146,,0,59,59,8,1,An inch is finite,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2627,,,j,1,2.1359,,0,60,60,127,1,A zebra is used to write,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2261,,,f,0,2.39,,0,61,61,5,1,A minute can go on forever,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2565,,,j,1,2.0188,,0,62,62,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1718,,,j,1,1.4823,,0,63,63,61,1,Sailboats reproduce,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1896,,,j,0,1.9637,,0,64,64,49,1,Pelicans are alive,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1599,,,f,0,1.528,,0,65,65,67,1,Gravity has a molecular structure,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1874,,,f,1,0.9783,,0,66,66,2,1,A minute has an end,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1893,,,f,0,0.6796,,0,67,67,32,1,Numbers are finite,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.1162,,,f,0,1.0885,,0,68,68,24,1,Space is finite,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2967,,,j,1,0.5705,,0,69,69,62,1,Helicopters reproduce,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2882,,,j,1,0.0919,,0,70,70,82,1,Stones reproduce,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2534,,,f,1,0.1256,,0,71,71,4,1,A minute cannot go on forever,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2825,,,j,1,0.005,,0,72,72,20,1,Time cannot go on forever,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.3691,,,j,0,0.1826,,0,73,73,101,1,Jupiter is in our solar system,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2525,,,f,0,1.6563,,0,74,74,86,1,Words have a molecular structure,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2274,,,j,0,1.2961,,0,75,75,44,1,The number five cannot go on forever,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.4788,,,j,0,1.4033,,0,76,76,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.2647,,,j,0,0.6285,,0,77,77,92,1,Dinosaurs are extinct,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.5904,,,f,0,0.2758,,0,78,78,113,1,Magenta is a shape,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.884,,,f,0,0.098,,0,79,79,80,1,Mittens need nutrients,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.5542,,,f,1,0.0348,,0,80,80,52,1,Frogs reproduce,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.263
