SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_4.keys,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_5.rt,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4253,,,f,1,3.0417,,0,10,10,106,1,Humans cannot breathe water,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3172,,,j,1,1.3495,,0,11,11,119,1,A motorcycle is a person,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2913,,,f,1,1.5525,,0,12,12,107,1,A pencil is used to write,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3711,,,f,1,3.3201,,0,13,13,29,1,Space can go on forever,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2637,,,f,1,1.5712,,0,14,14,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2876,,,f,1,1.2715,,0,15,15,91,1,A circle is a shape,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2999,,,f,1,1.241,,0,16,16,94,1,Orange is a color,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.6857,,,j,1,4.2058,,0,17,17,84,1,Silence is composed of matter,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.288,,,j,1,1.589,,0,18,18,115,1,Yellow is an animal,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5829,,,f,1,4.7848,,0,19,19,39,1,Numbers can always be further divided,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2693,,,f,1,1.6373,,0,20,20,104,1,The United States has a president,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3043,,,j,1,1.7525,,0,21,21,78,1,Hammers are alive,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2526,,,f,1,3.4508,,0,22,22,15,1,An inch can be always further divided,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2224,,,j,1,3.437,,0,23,23,32,1,Numbers are finite,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2568,,,j,1,1.6588,,0,24,24,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2089,,,j,1,1.4655,,0,25,25,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2222,,,j,1,1.4863,,0,26,26,111,1,A circle is a flavor,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.7001,,,f,1,4.5272,,0,27,27,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.272,,,j,1,2.4497,,0,28,28,126,1,Humans can breathe water,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3077,,,f,0,4.02,,0,29,29,67,1,Gravity has a molecular structure,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4941,,,f,1,2.823,,0,30,30,31,1,Space can always be further divided,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.243,,,f,1,1.2661,,0,31,31,95,1,Yellow is a color,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2931,,,f,1,1.4548,,0,32,32,21,1,Time can go on forever,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3061,,,j,1,1.5497,,0,33,33,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.6509,,,j,1,3.3011,,0,34,34,9,1,An inch is infinite,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4879,,,f,1,2.8993,,0,35,35,77,1,Saliva has a molecular structure,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.201,,,f,1,1.3011,,0,36,36,98,1,A clock is used to tell time,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4182,,,j,1,1.6166,,0,37,37,62,1,Helicopters reproduce,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4699,,,f,1,2.5401,,0,38,38,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2222,,,j,1,2.2824,,0,39,39,58,1,Clocks are alive,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,2.5026,,,j,1,2.0833,space,0,40,40,80,1,Mittens need nutrients,j,2.0895,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3025,,,j,1,1.7534,,0,41,41,118,1,A horse is used to tell time,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2546,,,j,1,1.7534,,0,42,42,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2742,,,j,1,1.0337,,0,43,43,110,1,A triangle is an animal,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5509,,,j,1,1.6485,,0,44,44,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5341,,,j,1,2.3693,,0,45,45,5,1,A minute can go on forever,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5667,,,j,1,1.2864,,0,46,46,127,1,A zebra is used to write,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4191,,,j,1,1.3489,,0,47,47,34,1,Numbers have an end,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5731,,,j,1,3.6175,,0,48,48,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.452,,,f,1,1.7858,,0,49,49,2,1,A minute has an end,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4575,,,f,1,3.4675,,0,50,50,74,1,Foam is composed of matter,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3745,,,j,1,2.1666,,0,51,51,60,1,Robots need nutrients,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4877,,,f,1,1.5856,,0,52,52,49,1,Pelicans are alive,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3839,,,f,1,1.1567,,0,53,53,51,1,Tigers reproduce,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.7384,,,j,1,1.8207,,0,54,54,63,1,Color can be put in a container,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3552,,,j,1,3.1545,,0,55,55,83,1,Songs can be put in a container,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3181,,,j,1,2.9841,,0,56,56,11,1,An inch is endless,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3546,,,j,1,2.1218,,0,57,57,16,1,Time is finite,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4631,,,j,1,1.6867,,0,58,58,22,1,Time cannot always be further divided,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.8688,,,f,1,3.5745,,0,59,59,72,1,Mushrooms reproduce,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.2592,,,j,1,2.3702,,0,60,60,41,1,The number five is infinite,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5801,,,f,1,1.906,,0,61,61,53,1,Bricks can be put in a container,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3355,,,f,1,1.5068,,0,62,62,89,1,A square is a shape,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.687,,,j,1,2.1934,,0,63,63,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5825,,,j,1,1.2888,,0,64,64,81,1,Tables reproduce,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.7558,,,f,1,4.0859,,0,65,65,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5203,,,j,1,2.0821,,0,66,66,36,1,Numbers cannot go on forever,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4879,,,f,1,1.5995,,0,67,67,68,1,Algae is alive,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3841,,,f,1,1.2363,,0,68,68,70,1,Grass needs nutrients,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4524,,,j,1,1.1082,,0,69,69,79,1,Forks are alive,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4513,,,f,1,2.5505,,0,70,70,75,1,Frost is composed of matter,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.7212,,,j,1,2.4017,,0,71,71,3,1,A minute is endless,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4247,,,j,1,1.8163,,0,72,72,65,1,Shadows are composed of matter,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.6343,,,j,1,2.0165,,0,73,73,122,1,The Earth is a star,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5,,,j,1,1.8352,,0,74,74,20,1,Time cannot go on forever,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5167,,,f,1,2.2742,,0,75,75,12,1,An inch cannot go on forever,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4867,,,f,1,2.1839,,0,76,76,71,1,Oaks reproduce,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.517,,,f,1,1.8719,,0,77,77,88,1,This sentence is written in English,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3468,,,f,1,1.1075,,0,78,78,48,1,Crocodiles are alive,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.9168,,,j,1,5.3013,,0,79,79,125,1,There are ninty states in the United States,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3702,,,f,1,1.2669,,0,80,80,93,1,Magenta is a color,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.0683
